SampleID,label,Influenza,BioProject,HostGroup,HostType,Season,Age,Sex,Feeding,Species,Location,month,Sphingobacterium__4966214a,Pedobacter__e5eb02f3,Sphingobacteriaceae__736f2237,Parabacteroides__ef4b9171,Bacteroides__a13d2ac8,Prevotellaceae_Ga6A1_group__408c8c2d,Prevotellaceae__282df84e,Incertae_Sedis__32018bce,Prevotella__8ef7520d,Porphyromonas__c465f577,Bacteroidales__8e7f285d,H1__5c1b884f,Flavobacterium__63d393fc,Atopobium__81d6cbdb,Arcanobacterium__4c9ad755,Micrococcales__9eb9acee,Rothia__da821e0a,Lawsonella__30d3ed51,Varibaculum__84b87a55,Schaalia__ed995199,Stenotrophomonas__a6eadb2d,Escherichia-Shigella__6e37ae39,Pasteurellaceae__5a64a6f1,Psittacicella__f8bb29a5,Comamonadaceae__c51976b3,Moraxella__00b629e3,Pseudomonas__13b2a473,Halomonas__7333e261,unclassified__0c9e3ed5,Fusibacter__adc4c72e,Desulfovibrio__5d53bfb2,Brevundimonas__da6b37f3,Methylobacterium__1458f1e7,Clostridium__98fcf594,Bacillota__9ccfad18,Mageeibacillus__816bc635,Colidextribacter__d74cd658,UCG-005__4ce32c4e,Oscillospiraceae__ca53da73,Faecalibacterium__a50e8f12,Incertae_Sedis__efb1124a,Ruminococcaceae__0775e59c,Caecibacterium__9265d514,Campylobacter__af35970d,Helicobacter__acc07901,Lachnospiraceae_UCG-010__5bd5c394,Lachnospiraceae__cafeeea8,Incertae_Sedis__03d08b31,Peptoniphilus__172051db,Parvimonas__e9165b84,Peptococcus__e616d0c9,Candidatus_Arthromitus__04c4a458,Streptococcus__bf0a5e99,Gemella__da6858e2,Staphylococcus__463b2f04,Catellicoccus__f52c8cce,Lactobacillales__8ad1796f,Mycoplasmataceae__8e450566,Thomasclavelia__c4abcba6,Incertae_Sedis__b81519f9,Megamonas__97771191,Veillonellaceae__e56b0756,Veillonellales-Selenomonadales__eb04e82f,Veillonella__6718eb07,Phascolarctobacterium__1683506d,Fusobacterium__0daf4b3d,Incertae_Sedis__c3a9c557,Oceanivirga__5702680e,Leptotrichiaceae__d27439ff,Cetobacterium__024cc2ba
SRR7146635,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,0,17,0,0,0,99,89,0,0,139,7,0,43,323,0,0,0,7,0,65,33,0,0,13,0,3,0,0,14,0,0,6,0,0,0,0,0,0,0,107,2330,24,0,201,5,4,21,16,0,324,10,21,0,0,133,0,10,0,0,260,532,0,19,0,0,125,0
SRR7146636,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,0,40,12,12,0,8,249,40,0,11,8,0,0,0,3,9,0,0,0,5,1843,0,0,0,4,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,395,0,0,76,6,8,424,24,0,10,0,13,0,5,0,0,19,0,261,0,23,3,216,1197,0,54,0
SRR7146637,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,7,0,0,0,28,0,0,7,21,531,0,0,363,0,0,0,29,0,7,0,20,0,45,129,0,0,31,0,7,0,0,44,2,0,0,0,5,0,9,0,0,8,16,1474,4,3,1064,0,0,0,0,0,64,12,29,0,13,64,0,2,4,49,0,248,0,280,0,2,346,7
SRR7146638,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,0,0,0,2,32,0,1,0,0,41,0,0,92,0,0,0,15,0,24,0,0,0,57,484,0,5,7,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,1665,310,0,80,4,0,8,0,41,63,21,20,0,92,20,0,0,0,0,0,116,3,720,0,0,1052,14
SRR7146639,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0,0,0,0,5,348,39,44,0,0,4,8,0,44,0,0,0,0,0,2,0,0,0,0,26,0,0,7,0,0,1,6,6,0,0,0,0,11,0,13,0,6,120,35,3315,0,2,358,0,0,0,0,0,7,3,5,25,6,0,0,0,464,0,0,4,27,33,0,0,7,0
SRR7146640,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,3,0,0,0,0,0,0,2,54,52,0,0,165,0,14,0,120,0,0,0,10,0,23,64,0,0,12,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,32,3002,22,0,20,0,0,4,0,0,191,0,12,0,15,37,0,10,0,0,3,563,0,492,0,0,20,20
SRR7146641,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,0,0,0,0,236,27,0,0,105,0,0,49,119,0,0,0,7,0,46,0,0,0,50,12,13,0,0,13,12,0,9,0,0,0,0,0,0,0,0,29,0,0,628,0,0,0,15,6,267,93,0,0,70,25,0,78,0,2587,0,500,0,0,0,0,0,0
SRR7146642,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,0,1784,0,35,0,0,354,0,0,22,0,0,0,0,696,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,41,206,29,2,5,29,0,766,54,0,0,0,0,0,0,0,0,45,0,0,634,0,0,7,0,0,0,0
SRR7146643,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,23,0,0,0,13,393,0,0,3,0,0,9,0,0,0,0,0,0,112,1242,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,86,812,1422,0,192,9,0,232,6,0,12,0,0,0,0,5,0,48,0,0,0,45,0,327,0,0,3,0
SRR7146644,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,3,0,6,0,49,0,107,0,0,1181,38,0,219,0,0,9,0,0,11,0,0,0,1,2624,1,0,11,4,0,0,0,11,1,0,0,0,0,0,0,0,0,0,4,417,8,0,7,0,0,2,8,14,0,0,24,0,7,0,0,111,0,0,48,0,0,65,1,0,0,0
SRR7146645,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,12,0,0,0,0,0,0,13,661,148,0,0,51,0,0,0,140,0,22,75,104,0,231,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,66,0,677,13,0,0,0,0,554,14,0,0,233,471,0,34,0,12,0,1246,0,0,0,0,39,0
SRR7146646,0,Neg,PRJNA464410,Duck,Duck,FW,H,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,4,0,0,34,1614,19,0,0,0,0,4,0,30,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,10,4,0,0,0,0,0,31,36,23,12,12,0,389,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,31,2496,0,0,0,0
SRR7146648,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",12.0,9,0,4,0,1,0,0,0,26,245,1,0,133,9,0,0,15,0,0,0,6,0,0,134,8,0,10,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2733,6,0,98,0,0,0,0,0,96,0,0,0,15,8,0,2,0,2,0,205,0,82,884,0,236,0
SRR7146649,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,6,0,0,0,145,0,10,4,31,9,0,0,118,0,0,0,74,0,0,6,12,0,46,0,1,5,16,56,0,0,0,14,18,0,0,0,0,0,0,0,0,1,0,6,0,0,3741,0,0,0,0,0,206,7,54,0,145,13,0,0,0,0,0,242,0,0,0,0,2,0
SRR7146650,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,0,0,2,0,0,2,44,0,0,87,0,0,0,36,2,0,2,9,0,101,3,0,0,6,1,0,0,0,6,0,0,0,0,0,9,252,0,0,11,0,52,0,0,210,0,0,0,0,0,236,9,14,0,21,51,3325,0,5,0,0,361,0,0,0,0,6,4
SRR7146651,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,1,0,3,0,2,0,0,0,0,37,0,0,80,0,0,25,0,0,3,0,3,0,0,182,0,0,1,0,12,0,0,3,0,0,13,0,0,0,0,0,0,0,1000,3190,0,0,118,3,0,0,2,3,4,0,0,0,9,0,0,9,0,80,0,0,0,216,0,0,0,0
SRR7146653,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,1,0,0,0,45,0,0,0,0,5,0,0,84,0,0,21,0,0,5,0,2,0,0,110,0,0,0,0,5,0,8,4,0,28,0,0,0,0,3,0,1,263,135,3577,0,11,141,6,0,48,9,103,5,0,0,31,27,0,17,5,122,110,0,0,6,8,0,0,54,0
SRR7146654,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,1,0,0,0,0,0,7,39,29,0,0,25,0,0,4,17,0,1,4,2,0,54,2885,0,2,2,0,7,0,0,0,0,0,11,1,0,0,0,0,0,0,10,1411,6,0,59,0,0,2,30,0,70,6,4,0,18,0,0,0,0,0,90,150,0,14,0,0,39,0
SRR7146655,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,15,0,4,0,0,0,0,0,863,98,0,0,362,0,44,0,281,0,0,0,0,0,199,23,0,2,4,39,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,258,0,0,34,0,0,0,0,0,1208,110,0,0,136,92,0,0,0,0,0,1191,0,0,0,9,0,0
SRR7146656,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,0,5,0,0,2,12,294,0,0,7,0,0,0,41,0,4,1,0,45,19,15,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,3,12,2344,15,0,467,0,0,12,0,24,58,13,0,0,777,15,0,9,0,104,0,64,0,42,18,141,178,0
SRR7146657,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,4,0,3,4,0,0,1,0,0,0,38,0,90,0,0,1,8,0,4,0,0,884,0,0,5,4,29,0,0,7,2,0,10,43,0,0,3,0,0,0,0,217,3,0,2133,1,0,128,51,0,0,0,3,0,0,0,6,150,0,1138,0,5,0,0,0,0,24,1
SRR7146658,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,2,0,0,0,0,0,0,0,0,0,89,0,5,26,0,0,258,0,0,12,0,1294,0,0,2,1,6,0,0,4,0,39,0,0,0,0,0,0,0,16,109,2690,188,0,39,0,0,26,0,0,38,0,4,0,14,0,0,5,11,0,0,0,0,6,0,0,109,7
SRR7146659,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,15,0,20,0,7,0,0,26,0,207,0,0,686,0,0,54,0,0,13,0,25,0,195,159,13,24,47,34,10,0,0,92,13,0,0,0,0,0,0,0,0,0,0,2296,0,0,87,0,0,35,16,6,0,50,19,0,0,0,0,8,0,0,9,64,0,0,0,0,733,0
SRR7146660,1,Pos,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,13,0,10,0,728,54,17,0,0,194,27,0,149,0,0,7,0,0,94,0,7,0,5,1091,6,0,16,5,60,32,0,19,0,0,0,4,28,34,38,0,15,143,37,867,13,13,368,33,0,0,0,0,0,0,7,14,0,0,103,22,0,17,0,0,5,129,23,0,295,190
SRR7146661,1,Pos,PRJNA464410,Duck,Duck,FW,H,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,4327,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7
SRR7146662,1,Pos,PRJNA464410,Duck,Duck,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,11,0,8,2,7,10,7,0,34,0,16,0,67,0,0,1,0,0,0,122,0,0,0,0,5,0,0,0,0,0,0,0,0,122,21,48,5,148,24,3419,9,7,40,0,0,8,10,0,111,0,7,0,33,19,0,0,2,0,0,137,0,472,0,0,68,0
SRR7146663,1,Pos,PRJNA464410,Duck,Duck,FW,H,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,9,155,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4713,0,0,33,0
SRR7146665,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,2,0,2,0,68,0,0,0,0,2087,0,2,172,0,0,115,0,0,73,0,3,0,0,348,0,0,0,2,12,0,0,10,0,0,3,43,0,0,0,0,0,0,0,37,5,0,14,0,0,628,0,32,0,2,0,0,0,0,2,305,0,1014,0,10,0,0,0,9,0,0
SRR7146666,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,2,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,59,0,36,0,0,0,0,0,0,0,0,45,0,22,0,0,0,0
SRR7146667,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,6,0,0,19,319,13,0,0,239,0,0,0,88,2,0,17,7,0,973,54,0,0,98,7,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,82,0,0,9,0,0,0,0,0,255,22,1510,0,59,43,0,0,0,0,0,1094,0,19,0,0,27,0
SRR7146668,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,0,0,0,30,439,57,0,0,118,0,0,0,482,0,0,64,0,0,561,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,26,27,0,287,67,0,0,0,0,0,2033,0,0,0,0,0,0
SRR7146671,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,0,0,0,33,381,159,0,0,341,0,0,0,583,0,0,28,14,0,378,0,0,0,0,0,0,0,0,42,16,0,0,0,0,0,0,0,0,0,0,90,0,0,5,0,0,39,0,0,576,68,44,0,97,696,0,0,0,61,0,1232,0,39,0,0,78,0
SRR7146672,1,Pos,PRJNA464410,Duck,Duck,S,A,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,3,6,0,0,0,0,0,0,0,1910,709,0,247,0,0,0,0,5,50,0,34,0,0,57,0,0,30,5,150,0,0,22,6,0,0,11,0,0,0,0,0,0,0,733,0,0,32,5,4,27,0,0,20,0,0,0,0,0,0,229,0,502,0,23,0,0,54,0,119,7
SRR7146674,1,Pos,PRJNA464410,Duck,Duck,FW,U,F,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0,27,12,69,0,0,0,0,0,0,0,0,0,2381,0,0,0,0,0,0,0,58,0,0,0,37,0,184,54,16,0,0,491,0,0,0,0,0,0,0,0,0,0,0,272,0,0,1093,0,0,27,106,0,3,0,11,0,0,0,0,0,0,0,0,18,0,0,0,0,11,0
SRR7146675,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,3,26,0,1,0,0,0,0,0,0,0,0,0,4,441,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4393,22,0,4,3,0,21,3,0,0,0,0,0,3,0,0,2,0,19,0,11,0,0,0,0,0,0
SRR7146676,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,1,76,0,0,2,2,0,96,0,2,0,0,0,0,0,0,0,0,0,0,108,4541,5,0,75,0,0,0,1,0,0,0,0,2,0,0,0,1,0,10,0,0,0,15,0,0,2,0
SRR7146677,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,17,0,6,41,382,69,0,0,0,0,0,0,311,0,0,0,0,0,0,0,39,0,0,0,16,0,42,15,13,5,0,63,8,0,0,0,226,461,321,33,46,144,359,185,0,151,26,0,0,5,0,0,0,0,45,898,0,0,159,0,0,0,0,0,9,0,0,0,0,548
SRR7146678,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,2,0,19,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,2,0,0,133,0,0,0,0,0,1,0,3,2,0,0,0,0,1,1,0,0,0,17,4690,0,0,58,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,27,10
SRR7146679,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,8,0,0,0,274,0,0,0,0,205,0,0,103,0,0,0,0,0,0,0,43,0,0,334,0,0,4,6,3,0,0,76,15,0,7,0,0,0,0,0,0,0,145,3454,0,0,106,0,0,48,17,0,0,0,0,6,0,0,0,41,0,0,0,0,0,39,0,0,21,45
SRR7146680,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,5,0,94,0,0,53,2,0,0,0,0,0,3,0,0,4,0,0,243,0,0,578,0,0,0,0
SRR7146683,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,2,60,6,0,11,0,2,0,0,4,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,2,0,4517,0,0,128,0,4,45,13,0,0,2,0,0,0,0,0,0,0,0,116,6,7,18,0,6,23,0
SRR7146684,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,0,0,7,0,0,0,691,0,0,0,0,0,0,0,0,2,0,0,0,0,42,0,0,0,3,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1111,0,0,2284,1,2,62,0,4,0,0,0,0,0,0,0,7,2,77,0,11,3,0,575,24,86,0
SRR7146685,0,Neg,PRJNA464410,Duck,Duck,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0,0,0,0,0,45,8,0,0,0,17,0,0,23,1,0,0,0,0,0,0,1,0,0,49,0,0,3,0,0,115,0,3,1,0,0,0,0,1,0,0,0,0,10,4623,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,13,21,5,5,16
SRR7146686,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,1,14,0,2,0,0,1083,0,0,33,0,0,23,0,0,0,0,0,0,0,14,0,0,4,0,7,0,0,3,0,36,0,4,0,0,0,0,0,0,894,1158,1,0,196,0,0,210,21,0,410,0,0,46,48,0,0,29,0,0,410,5,0,0,0,0,306,40
SRR7146687,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,15,0,0,0,0,0,0,0,0,0,0,5,468,0,0,12,0,11,23,0,13,0,0,68,9,0,17,9,19,0,0,44,0,0,289,0,0,0,0,0,0,7,0,398,0,0,301,0,19,408,1012,1163,97,0,0,0,11,0,0,0,0,375,0,0,0,0,0,0,191,0
SRR7146688,0,Neg,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0,0,0,0,0,15,0,6,0,9,571,0,0,50,0,0,88,56,36,19,0,0,0,55,9,0,0,0,0,2,0,0,5,0,0,5,0,0,0,0,0,0,4,0,1609,0,0,14,85,0,573,0,4,166,0,0,0,17,32,0,483,0,668,0,373,0,0,0,0,46,0
SRR7146690,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,69,57,9,0,0,0,0,0,0,0,0,10,1417,0,645,34,0,0,3,0,77,0,0,1610,0,0,111,8,366,0,0,209,0,0,0,0,0,0,0,0,0,6,18,208,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,28
SRR7146691,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,3,0,0,0,0,0,128,0,0,0,122,0,0,18,30,0,0,0,4,0,0,44,0,0,18,4,0,0,0,9,1,3,9,0,0,0,0,0,0,7,0,3551,19,6,41,0,0,301,10,0,97,0,5,0,18,0,0,18,80,166,0,278,0,0,0,0,0,0
SRR7146692,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,0,0,0,0,0,306,3,0,0,4,0,0,0,40,0,3,0,0,0,13,632,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,60,3024,4,0,61,0,2,0,0,0,42,10,0,0,21,7,0,5,0,15,30,389,0,18,0,0,308,0
SRR7146693,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,1,3,0,2,0,3,0,5,58,0,4,136,0,8,11,0,0,4,0,3,292,0,400,4,0,36,8,1,8,0,23,0,846,0,0,0,0,0,0,0,0,26,1955,12,2,216,0,4,6,5,16,45,0,8,0,214,0,0,15,1,0,223,0,0,335,4,0,48,9
SRR7146694,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,10,0,24,0,6,6,0,0,0,2077,0,3,308,0,0,40,0,0,83,0,15,0,0,79,0,0,6,0,11,0,2,13,0,0,26,0,0,0,0,0,0,0,0,57,13,0,170,9,30,364,33,0,6,0,6,9,0,0,0,56,0,1450,0,0,0,0,0,0,13,63
SRR7146696,1,Pos,PRJNA464410,Duck,Duck,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,7,0,0,0,0,0,0,0,0,0,0,0,173,0,36,0,0,0,5,0,7,0,0,267,1,0,2,4,21,0,0,4,2,0,14,55,0,0,3,0,0,0,6,125,0,0,1223,0,13,426,9,0,0,0,5,0,0,0,0,95,0,0,887,0,0,0,0,1482,113,2
SRR7146697,0,Neg,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,0,0,0,0,0,3,0,574,2,0,51,0,0,0,30,28,0,0,6,1,9,339,0,0,4,0,28,0,0,5,3,30,0,5,0,0,0,0,0,3,82,1232,0,0,830,0,0,0,6,23,73,2,178,109,13,13,0,35,5,88,51,151,0,215,0,60,619,94
SRR7146698,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,18,0,8,0,0,0,0,0,0,29,0,0,343,0,0,12,0,0,0,0,15,13,0,25,5,0,36,0,3,16,0,55,0,0,29,17,0,0,0,0,0,0,19,1037,0,0,590,0,0,0,14,0,170,0,3,0,2271,0,0,60,0,79,0,0,0,0,0,3,115,0
SRR7146699,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,3,0,14,0,0,0,0,182,0,0,91,0,0,52,0,0,0,0,5,0,0,625,0,0,21,0,13,0,0,8,2,0,14,0,0,0,0,0,0,0,52,1246,12,0,817,2,0,540,40,0,8,0,4,0,36,0,0,0,0,591,0,0,0,0,0,622,0,0
SRR7146700,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0,0,0,6,0,0,0,0,0,0,2182,0,0,32,0,0,105,0,0,25,0,3,3,0,5,0,0,0,0,27,0,0,9,0,0,37,0,0,0,0,0,0,0,43,342,0,0,148,0,0,0,28,205,735,0,11,0,250,0,0,67,0,722,0,0,0,0,0,0,15,0
SRR7146701,1,Pos,PRJNA464410,Duck,Duck,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0,9,0,0,0,0,0,0,0,0,402,0,0,319,0,0,45,0,0,15,0,0,41,2,44,0,0,26,0,816,1,0,10,0,9,0,3,0,0,0,0,0,0,21,719,19,0,56,0,0,0,0,184,450,0,0,15,1733,0,0,34,0,0,0,0,0,0,0,0,0,15
