SampleID,label,Influenza,BioProject,HostGroup,HostType,SampleContext,Season,Age,Sex,Feeding,Species,Location,month
SRR7146700,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0
SRR7146701,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146702,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0
SRR7146703,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasamericana,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0
SRR7146704,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0
SRR7146705,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0
SRR7146707,1,Pos,PRJNA464410,Duck,Duck,Wild,S,A,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146710,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0
SRR7146711,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146713,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0
SRR7146714,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146716,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146717,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146718,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146719,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146720,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146721,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146723,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146724,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,U,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146725,0,Neg,PRJNA464410,Duck,Duck,Wild,S,A,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0
SRR7146726,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0
SRR7146727,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0
SRR7146728,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0
SRR7146729,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146730,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146731,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0
SRR7146732,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146733,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0
SRR7146734,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146735,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146736,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,F,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146738,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,U,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146739,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0
SRR7146740,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146741,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146743,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146744,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0
SRR7146745,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146746,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146747,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146748,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146749,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146750,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146751,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146753,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146754,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146755,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146756,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146757,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146758,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146759,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146761,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146762,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0
SRR7146763,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"SuisunMarsh/ArnoldRanch,SolanoCounty",7.0
SRR7146764,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0
SRR7146765,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0
SRR7146766,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasacuta,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",1.0
SRR7146767,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146769,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146770,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,A,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146772,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",1.0
SRR7146773,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146774,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",1.0
SRR7146775,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0
SRR7146776,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146777,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146778,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146780,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",1.0
SRR7146781,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,H,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146782,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146783,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146784,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasacuta,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",12.0
SRR7146785,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146786,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anascarolinensis,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",12.0
SRR7146787,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146788,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",10.0
SRR7146789,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146790,1,Pos,PRJNA464410,Duck,Duck,Wild,S,A,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146792,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146794,0,Neg,PRJNA464410,Duck,Duck,Wild,S,A,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146797,1,Pos,PRJNA464410,Duck,Duck,Wild,S,A,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146798,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146800,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146802,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146803,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146804,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,H,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146806,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146807,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146809,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasacuta,"ConawayRanch,YoloCounty",11.0
SRR7146810,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146811,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",11.0
SRR7146814,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,F,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146815,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146816,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,A,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146817,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",7.0
SRR7146819,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",7.0
SRR7146820,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",7.0
SRR7146821,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146822,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146823,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146826,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146827,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Sunrise,SolanoCounty",7.0
SRR7146828,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146829,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146831,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146832,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,dabbling,Anascarolinensis,"ConawayRanch,YoloCounty",10.0
SRR7146833,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146834,1,Pos,PRJNA464410,Duck,Duck,Wild,S,A,F,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146835,0,Neg,PRJNA464410,Duck,Duck,Wild,S,A,F,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146836,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146837,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"MandevilleIsland,SanJoaquinCounty",8.0
SRR7146838,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146839,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0
SRR7146840,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146841,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146843,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",8.0
SRR7146844,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146846,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146848,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146849,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146850,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146851,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146852,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146853,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146854,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",11.0
SRR7146855,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146856,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146857,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146858,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146859,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146860,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146861,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146862,0,Neg,PRJNA464410,Duck,Duck,Wild,FW,U,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",1.0
SRR7146863,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"SuisunMarsh/Balboa,SolanoCounty",7.0
SRR7146865,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",10.0
SRR7146866,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",10.0
SRR7146868,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,F,dabbling,Anasacuta,"ConawayRanch,YoloCounty",10.0
SRR7146869,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0
SRR7146871,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,dabbling,Anasamericana,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146872,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146874,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,M,dabbling,Anasacuta,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146875,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",12.0
SRR7146877,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,H,F,filter,Anasclypeata,"SacramentoNationalWildlifeRefuge,GlennCounty",10.0
SRR7146878,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146880,1,Pos,PRJNA464410,Duck,Duck,Wild,FW,U,M,dabbling,Anasplatyrhynchos,"ConawayRanch,YoloCounty",12.0
SRR7146881,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146882,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146883,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146884,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,M,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146886,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146887,0,Neg,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
SRR7146888,1,Pos,PRJNA464410,Duck,Duck,Wild,S,H,F,dabbling,Anasplatyrhynchos,"GrizzlyIslandWildlifeArea(GIWA),SolanoCounty",7.0
