SampleID,ASF356,Acinetobacter,Acutalibacter,Aeromonas,Agathobaculum,Agrobacterium,Alistipes,Anaerobutyricum,Anaerosporomusa,Anaerostipes,Anaerotruncus,Aquabacterium,Arcanobacterium,Ascidiaceihabitans,Atopobium,Bacillus,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Brevundimonas,Brochothrix,Brucella,CAG-56,CHKCI001,CHKCI002,Caecibacterium,Campylobacter,Candidatus_Actinomarina,Candidatus_Arthromitus,Caproiciproducens,Catellicoccus,Caulobacter,Cetobacterium,Chryseobacterium,Clostridioides,Clostridium,Colidextribacter,Corynebacterium,Croceibacterium,Cupriavidus,Cutibacterium,Cyanobium_PCC-6307,DTU089,Dechloromonas,Deinococcus,Delftia,Desulfovibrio,Elizabethkingia,Enterocloster,Enterococcus,Epulopiscium,Escherichia-Shigella,Exiguobacterium,Faecalibacterium,Flavobacterium,Flavonifractor,Fournierella,Fusibacter,Fusobacterium,GCA-900066575,Gemella,Genus_unassigned_0775e59cd173135c46460efc24f0c35a,Genus_unassigned_0c9e3ed50197a5f104e61cd0520fbb29,Genus_unassigned_20003ad708c4341bfb9325715e8a3a6e,Genus_unassigned_282df84e87013a21e2f3d41c9042f9d6,Genus_unassigned_569e41cdb450ced9aaf87abc387fc8f6,Genus_unassigned_5a64a6f1f4e7afd3bbbf171c5c35b46f,Genus_unassigned_6a4f354262a6fbad12de693585b4e7f1,Genus_unassigned_736f2237cf9ec2cfcaa5645263c92bca,Genus_unassigned_7b071d792fea09d90d9773096db4f8c3,Genus_unassigned_8ad1796f811039f7bae012f206c4d408,Genus_unassigned_8e450566af04da60335f56e9098b4eec,Genus_unassigned_8e7f285d81ef2b399b0301d21e6061e5,Genus_unassigned_9ccfad1833dbe06085dda16682bdb9ef,Genus_unassigned_9eb9acee9f8012d509191f395cd33680,Genus_unassigned_AM406458.1.1481,Genus_unassigned_DQ057389.1.1363,Genus_unassigned_DQ456474.1.1446,Genus_unassigned_DQ793870.1.1284,Genus_unassigned_DQ794370.1.1390,Genus_unassigned_EF025267.1.1453,Genus_unassigned_EU132593.1.1277,Genus_unassigned_EU537172.1.1382,Genus_unassigned_FJVJ01000015.3438.4940,Genus_unassigned_FN667181.1.1433,Genus_unassigned_GQ175371.1.1438,Genus_unassigned_GQ175468.1.1444,Genus_unassigned_HQ452859.1.1430,Genus_unassigned_HQ772504.1.1405,Genus_unassigned_JF145649.1.1306,Genus_unassigned_JN594631.1.1392,Genus_unassigned_JQ014317.1.1286,Genus_unassigned_JQ196333.1.1311,Genus_unassigned_KC108996.1.1244,Genus_unassigned_KC294021.1.1310,Genus_unassigned_KF003417.1.1415,Genus_unassigned_KP337928.1.1234,Genus_unassigned_KT026457.1.1220,Genus_unassigned_KX212257.1.1200,Genus_unassigned_KX225280.1.1202,Genus_unassigned_KY658480.1.1210,Genus_unassigned_MF498280.1.1204,Genus_unassigned_MH843493.1.1214,Genus_unassigned_Y18355.1.1409,Genus_unassigned_a3619e4bd3465b6a2aa9638acd081cd2,Genus_unassigned_a9f73cd1c850d7f999159ba5feabd9d6,Genus_unassigned_c51976b33e301cd0c39ff6780038cb3d,Genus_unassigned_ca53da738ef5a0dbe50fe54061231539,Genus_unassigned_cafeeea8a015957c63e8db16e70ed374,Genus_unassigned_cc71afec2b00c234459733299a21d5f5,Genus_unassigned_cf42d6ef5b5f01ff0a0a2bf5b533682e,Genus_unassigned_d27439ff64e05809b9e00cfa519cdcac,Genus_unassigned_e56acb09bca8725f6d206127a3189941,Genus_unassigned_e56b0756bf4106b0b7f14fa46e828c2a,Genus_unassigned_eb04e82f5de40a4c6ab43c4b470e4cba,Genus_unassigned_fc52caa7528d00b1f9ee139319dea276,H1,HT002,Hafnia-Obesumbacterium,Halomonas,Helicobacter,Hydrogenophilus,Incertae_Sedis,Intestinimonas,Klebsiella,Lachnospira,Lachnospiraceae_UCG-010,Lactobacillus,Lawsonella,Ligilactobacillus,Limosilactobacillus,Macrococcus,Mageeibacillus,Malacoplasma,Massiliomicrobiota,Mediterraneibacter,Megamonas,Merdibacter,Methanobrevibacter,Methylobacterium,Microbacterium,Monoglobus,Moraxella,Mycobacterium,Negativibacillus,Neorickettsia,Oceanivirga,Olsenella,Oscillibacter,Paenibacillus,Parabacteroides,Parvimonas,Pediococcus,Pedobacter,Peptoclostridium,Peptococcus,Peptoniphilus,Peribacillus,Phascolarctobacterium,Phyllobacterium,Porphyromonas,Prevotella,Prevotellaceae_Ga6A1_group,Prochlorococcus_MIT9313,Pseudoalteromonas,Pseudochrobactrum,Pseudoflavonifractor,Pseudolabrys,Pseudomonas,Psittacicella,Psychrobacillus,Pygmaiobacter,Ralstonia,Raoultella,Rhodococcus,Romboutsia,Rothia,Rubellimicrobium,Ruthenibacterium,Sarcina,Schaalia,Sedimentibacter,Sellimonas,Seongchinamella,Serratia,Shewanella,Shinella,Shuttleworthia,Sphingobacterium,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,Sulfurovum,Synechococcus_CC9902,Terrisporobacter,Thomasclavelia,Tissierella,Tumebacillus,Turicibacter,Tyzzerella,UCG-005,UCG-009,Varibaculum,Veillonella,Weissella,[Clostridium]_innocuum_group,[Ruminococcus]_gnavus_group
SRR12148821_merged,0,0,53,0,51,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,177,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,4,0,0,0,6,0,0,28,0,0,0,0,0,18,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,1,14
SRR12148822_merged,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0
SRR12148823_merged,3,0,3,0,10,0,0,4,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,78,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2918,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,5,0,0,0,1,0,0,16,0,0,2,0,0,30,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,12,0,0,0,0,0,8,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0
SRR12148824_merged,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,2201,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,260,15,0,0,0,0,0,0,0,0,0,0,0
SRR12148825_merged,2,0,71,0,11,0,0,24,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,31,0,0,0,0,8,0,0,0,0,1,47,50,0,0,0,0,0,9,0,0,0,0,0,18,0,2,495,0,378,0,21,0,0,0,8,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,6,0,0,0,2,0,0,57,0,0,18,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,53,0,0,0,0,4,0,0,13,0,0,0,0,5,12,3,0,4,1,0,0,0,0,1,5,0
SRR12148826_merged,13,0,203,0,80,0,0,15,25,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,25,83,202,0,0,0,0,66,0,0,0,0,11,49,17,0,0,0,0,0,2,0,0,0,0,0,19,0,0,467,0,1,0,33,0,0,0,37,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,1407,0,0,1,29,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,35,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,376,0,0,113,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,6,0,0,40,58,0,0,0,0,25,0,0,1,0,0,0,0,11,28,287,0,0,18,0,0,0,0,323,34,0
SRR12148828_merged,8,0,60,0,21,0,0,10,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,8,0,0,0,0,7,0,0,0,0,4,79,43,0,0,0,0,0,1,0,0,0,0,0,33,0,7,2058,0,532,0,12,0,0,0,20,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,206,0,0,29,0,0,8,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,0,0,0,27,11,5,0,0,3,0,0,0,0,2,3,0
SRR12148829_merged,6,0,21,0,32,0,0,3,2,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,29,0,0,0,0,6,0,0,0,0,1,9,25,0,0,0,0,0,4,0,0,0,0,0,7,0,11,2610,0,2,0,34,3,0,0,20,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,979,0,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,66,0,0,24,0,0,2,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,38,0,0,0,0,2,0,0,1,0,0,0,0,12,17,4,0,0,4,0,0,0,0,1,5,0
SRR12148830_merged,11,0,37,0,20,0,0,9,0,156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,11,0,0,0,0,0,686,30,0,0,0,0,0,12,0,0,0,0,0,1,0,0,985,0,0,0,46,18,0,0,6,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,211,0,2,0,0,0,0,0,0,0,39,0,0,0,0,0,0,116,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,13,0,0,31,0,0,0,3,0,0,0,0,0,0,29,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,35,0,0,0,0,34,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,0,1078,8,0
SRR12148831_merged,34,0,66,0,87,0,0,6,0,211,15,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14,26,0,0,0,0,6,0,0,0,0,0,0,49,0,0,0,0,0,7,0,0,0,0,0,9,0,3,273,0,5,0,72,0,0,0,57,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,2,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,79,0,0,80,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,4,0,0,0,0,0,8,0
SRR12148832_merged,0,0,29,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,22,0,0,0,0,4,0,0,0,0,6,1258,3,0,0,0,0,0,5,0,0,0,0,0,74,0,208,1967,0,0,0,302,4,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,39,0,0,71,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,1,0,0,0,0,210,205,11,0,0,0,0,0,0,0,2,79,0
SRR12148833_merged,2,0,12,0,13,0,0,3,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4331,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,0,0,16,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,0,0,4,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0
SRR12148834_merged,1,0,18,0,19,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66,0,0,0,0,8,0,0,0,0,41,2233,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1327,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,66,0,0,30,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,60,0,0,1,0,0,0,77,0,0,0,0,5,16,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,34,0
SRR12148835_merged,1,0,12,0,16,0,0,2,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,5,0,0,0,5,14,727,8,0,0,0,0,0,2,0,0,0,0,0,12,0,13,1734,0,0,0,11,0,0,0,22,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,21,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,5,0,0,0,0,0,0,32,0,0,18,0,0,0,2,0,0,27,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,8,55,0,13,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,10,4
SRR12148836_merged,6,0,5,0,11,0,0,5,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,12,0,0,0,0,1,0,0,0,0,0,1009,4,0,0,0,0,0,1,0,0,0,0,0,6,0,461,2566,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,2,0,0,20,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,369,13,0,0,0,0,0,0,0,0,0,4,0
SRR12148837_merged,82,0,68,0,70,0,0,47,0,267,24,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,178,0,0,0,0,41,0,0,0,0,1,9,68,0,0,0,0,0,15,0,0,0,0,0,13,0,49,464,0,0,0,136,0,0,0,4,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0,2,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,322,0,0,8,0,2,0,0,0,3,0,0,101,0,0,31,0,0,0,14,0,0,143,0,0,0,101,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,40,0,0,0,0,51,0,0,2,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,33,0
SRR12148839_merged,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,17,0
SRR12148840_merged,4,0,31,0,24,0,0,6,0,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,9,0,0,0,0,0,0,0,0,0,7,246,11,0,0,0,0,0,3,0,0,0,0,0,2,0,2,1295,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,8,0,0,0,6,0,0,79,0,0,13,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,32,0,0,0,0,11,0,0,8,0,0,0,0,0,27,0,0,30,2,0,0,0,0,2,7,0
SRR12148841_merged,14,0,10,0,40,0,0,36,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,22,0,0,0,0,1,0,0,0,0,1,85,26,0,0,0,0,0,0,0,0,0,0,0,12,0,3,795,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,94,0,0,10,0,28,0,0,0,0,0,0,41,0,0,5,0,0,4,2,0,0,31,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1663,0,0,1,0,0,0,25,0,0,0,0,13,0,0,18,0,0,0,0,0,7,0,0,55,0,0,0,0,0,95,2,0
SRR12148845_merged,3,0,67,0,61,0,0,4,0,321,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,24,0,0,0,0,8,0,0,0,0,0,103,24,0,0,0,0,0,4,0,0,0,0,0,10,0,0,467,0,9,0,25,0,0,0,16,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,0,1,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,193,0,0,0,0,196,1,0,0,0,0,0,0,0,0,0,0,159,0,0,27,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,6,15,0,0,0,0,557,0,0
SRR12148846_merged,29,0,50,0,165,0,0,18,0,144,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,10,0,0,0,0,0,19,39,0,0,0,0,0,4,0,0,0,0,0,36,0,0,823,0,1,0,7,0,0,0,49,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,71,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,128,4,0,0,0,3,0,0,0,1,0,0,364,0,0,22,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,542,0,0,5,0,0,0,40,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,336,9,0,0,0,0,169,2,0
SRR12148847_merged,26,0,141,0,200,0,0,10,0,275,12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,25,0,0,0,0,16,0,0,0,0,0,16,40,0,0,0,0,0,3,0,0,0,0,0,20,0,0,45,0,9,0,9,0,0,0,12,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,2229,0,0,1,0,88,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,15,0,0,0,0,303,0,0,0,0,0,0,0,0,3,0,0,361,0,0,19,0,0,0,2,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,108,0,0,5,0,0,0,74,0,0,0,0,32,0,0,2,0,0,0,0,1,7,0,0,0,23,0,1,0,0,11,5,0
SRR12148848_merged,0,0,11,0,15,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,1271,18,0,0,0,0,0,1,0,0,0,0,0,8,0,228,1449,0,29,0,14,0,0,0,8,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,141,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,83,0,0,17,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,310,0,0,7,0,0,0,0,0,247,4,14
SRR12148849_merged,1,0,22,0,68,0,0,21,0,142,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,1,0,0,0,0,0,20,0,0,36,0,556,0,50,0,0,0,7,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,39,0,0,0,0,0,0,4,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,6,0,0,0,5,0,0,21,0,0,10,0,0,9,3,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,32,0,0,0,0,68,0,0,3,0,0,0,0,0,2,0,0,0,3,0,12,0,0,718,0,0
SRR12148850_merged,1,0,13,0,3,0,0,5,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,0,78,0,2,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,19,0,0,0,13,0,0,16,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,0,13,0,0,0,0,3,0,0,14,0,0,0,0,2,5,0,0,0,0,0,1,0,0,344,2,0
SRR12148851_merged,12,0,100,0,95,0,0,68,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,0,0,0,0,4,0,0,0,0,0,12,65,0,0,0,0,0,7,0,0,0,0,0,22,0,0,866,0,505,0,24,0,0,0,3,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,66,0,0,0,0,61,2,0,0,0,1,0,0,0,1,0,0,61,0,0,19,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,66,0,0,0,0,76,0,0,3,0,0,0,0,0,2,0,0,0,0,0,14,0,0,4,10,0
